ID,Current_Utilization_Rate,Minimum_Payment_Flag,Days_Since_Last_Payment_Proxy,Target_Delinquent_Next_Month
126,0.0,1,1,0
127,0.550755,1,0,0
128,0.9096444444444445,1,0,1
129,0.06694,1,0,1
130,1.0086833333333334,1,3,0
131,0.13333333333333333,1,1,0
132,0.0003958333333333333,1,1,0
133,0.6034619047619048,1,0,0
134,0.6890575757575758,1,0,0
135,0.9484,1,0,0
136,0.044475,1,0,0
137,0.11629333333333333,1,0,0
138,0.03412380952380952,1,0,0
139,0.01504,0,-1,1
140,1.01602,1,0,0
141,0.0,1,1,1
142,0.010177777777777779,0,-1,0
143,0.20262,1,1,0
144,0.07152352941176471,0,-2,0
145,0.05995,0,-1,0
146,0.09998,1,0,0
147,0.11334705882352941,1,0,1
148,0.98618,1,1,0
149,0.1146,1,1,0
150,0.0,1,1,0
151,0.6187642857142858,1,0,0
152,0.53055,1,0,0
153,0.0005942857142857143,1,1,0
154,0.745625,1,0,0
155,0.30046666666666666,1,0,0
156,0.17102857142857142,1,0,0
157,0.5271,1,0,0
158,0.980155,1,0,0
159,0.5513571428571429,1,2,1
160,0.25708,1,3,0
161,0.8119,1,2,0
162,0.0078,1,2,0
163,0.004255172413793104,0,-1,0
164,0.564892,1,0,0
165,0.35246666666666665,1,0,0
166,0.924,1,0,0
167,0.016467567567567568,0,-2,0
168,1.02349,0,-1,0
169,0.8012444444444444,1,0,0
170,0.5608,1,0,0
171,0.1396111111111111,1,0,0
172,0.0022933333333333334,0,-1,0
173,0.17134,0,-1,0
174,0.0,1,1,1
175,0.0,1,1,0
176,0.4970538461538462,1,1,1
177,0.0773375,0,-2,0
178,0.9772,1,1,0
179,0.80005,1,0,0
180,0.9735375,1,0,0
181,0.050883333333333336,0,-1,0
182,0.6201,1,0,0
183,0.112844,1,0,0
184,0.9670666666666666,1,0,1
185,0.5321,1,0,0
186,0.14483,1,1,1
187,0.007266666666666667,1,1,0
188,0.99718,1,2,1
189,0.0,1,1,0
190,1.08515,1,1,0
191,0.1932290322580645,1,0,0
192,0.32708333333333334,1,2,1
193,0.06325555555555555,0,-1,0
194,0.0815,0,-1,0
195,0.9558,1,0,0
196,0.72332,1,1,1
197,0.0,0,-2,0
198,0.92765,1,0,0
199,0.000824,0,-2,0
200,0.967,1,1,1
201,0.004166666666666667,0,-2,0
202,0.1937357142857143,1,0,0
203,0.09588571428571428,0,-1,0
204,0.8942833333333333,1,0,0
205,0.6289722222222223,1,0,0
206,0.01135,0,-1,0
207,0.0039,0,-1,0
208,0.014704761904761905,0,-1,1
209,1.0203125,1,0,1
210,0.026884848484848484,0,-1,0
211,0.48003181818181817,1,0,0
212,0.0,1,1,1
213,0.956425,1,0,0
214,0.9449,1,0,0
215,0.6310063829787234,1,2,0
216,0.013,0,-1,0
217,0.0,1,1,1
218,0.990975,1,2,0
219,0.8180818181818181,1,0,0
220,0.004593548387096774,0,-1,0
221,0.29213055555555556,1,2,1
222,1.0157454545454545,1,0,0
223,0.9720633333333333,1,0,0
224,0.286415625,1,0,0
225,1.05252,1,1,1
226,0.7668823529411765,1,0,0
227,0.009328571428571429,0,-1,0
228,0.82275,1,0,0
229,0.99516,1,2,1
230,0.9577,1,1,0
231,0.70168,1,0,0
232,1.01175,1,1,1
233,1.5,1,0,0
234,0.6831631578947368,1,2,1
235,0.97005,1,0,0
236,0.09985,0,-1,0
237,0.8493466666666667,1,0,0
238,0.006857142857142857,0,-2,0
239,0.9758541666666667,1,0,1
240,0.13818571428571427,1,0,1
241,0.35835,1,1,0
242,0.94348,1,0,0
243,0.5331,1,0,0
244,0.01743888888888889,0,-1,0
245,0.004733333333333333,0,-1,0
246,0.9908,1,0,0
247,0.211496,1,0,0
248,0.37767,1,0,0
249,0.1398181818181818,1,0,0
250,0.71426,1,0,0
251,1.01734,1,1,0
252,0.9747333333333333,1,0,0
253,0.7253642857142857,1,0,1
254,0.43901875,1,0,0
255,0.04883,0,-1,0
256,0.55398,1,0,0
257,0.008242857142857142,1,0,0
258,0.05009375,0,-1,0
259,0.6217,1,0,0
260,0.9562727272727273,1,2,1
261,0.15359019607843138,1,0,0
262,0.98552,1,0,0
263,0.02795625,0,-1,0
264,0.00992608695652174,0,-2,0
265,0.1264375,0,-1,0
266,0.04104,0,-1,0
267,0.6974,1,0,0
268,0.6846384615384615,1,0,1
269,0.871775,1,0,0
270,0.27388,1,3,1
271,0.70003,1,0,0
272,0.009016666666666666,0,-1,0
273,0.0,1,1,1
274,0.056265,1,0,0
275,0.0,0,-2,1
276,0.9814142857142857,1,0,0
277,0.0003717391304347826,1,2,1
278,0.02312,0,-1,0
279,1.01718,1,0,0
280,0.412436,1,0,0
281,0.0504,1,0,0
282,0.47238148148148146,1,0,0
283,0.91075,1,0,0
284,0.53494,1,0,0
285,0.8483739130434783,1,0,0
286,0.5254571428571428,0,-1,0
287,0.2881047619047619,1,2,0
288,0.41054772727272726,1,0,0
289,0.70896,1,2,1
290,0.0364625,1,0,0
291,0.003207142857142857,0,-1,1
292,0.0,1,1,1
293,0.056666666666666664,1,3,0
294,0.7015,1,0,1
295,0.0,1,1,0
296,0.971765,1,0,0
297,0.01405,0,-1,0
298,0.6820238095238095,1,0,0
299,0.21065357142857144,1,0,0
300,0.0,1,1,1
301,0.99209,1,0,0
302,0.0,0,-2,0
303,0.99882,1,0,0
304,0.5984,1,0,1
305,0.004355,0,-1,0
306,0.003927272727272727,0,-2,0
307,0.020966,0,-1,0
308,0.0,1,1,0
309,0.324,1,2,1
310,0.34745,0,-1,0
311,0.0092425,0,-1,0
312,0.7961166666666667,1,0,0
313,0.5467,1,0,0
314,0.262195,0,-1,1
315,0.55734,1,0,0
316,0.8251166666666667,1,0,1
317,0.43471818181818184,1,0,0
318,0.0,1,1,0
319,0.97044,1,3,0
320,0.0,1,1,0
321,0.5305636363636363,1,1,1
322,0.5064117647058823,1,0,0
323,0.02798,0,-1,0
324,0.11461304347826087,1,0,1
325,0.2584138888888889,1,0,0
326,0.0,1,1,0
327,0.0029545454545454545,0,-1,1
328,0.41496666666666665,1,2,1
329,0.1482235294117647,0,-2,0
330,0.6657,1,2,0
331,0.0,1,1,1
332,0.07353076923076923,1,0,1
333,0.17566666666666667,1,1,0
334,0.0,1,1,0
335,1.02855,1,0,0
336,0.7550736842105263,1,0,0
337,0.6033923076923077,1,0,0
338,0.002785714285714286,0,-2,0
339,0.93024,1,0,1
340,0.00735,0,-1,0
341,0.00038333333333333334,0,-2,0
342,0.11832,1,0,0
343,0.011965,0,-1,0
344,1.5,1,0,0
345,0.8077944444444445,1,0,0
346,0.01935625,0,-1,0
347,0.0137,0,-1,0
348,0.94162,1,0,1
349,0.9865642857142857,1,0,0
350,0.5964333333333334,1,0,1
351,0.43475555555555556,1,0,0
352,0.0,1,1,0
353,0.0,1,1,1
354,0.9632125,1,0,0
355,0.31798,1,2,0
356,0.15377222222222223,0,-1,1
357,0.5888125,1,0,0
358,0.5113526315789474,1,0,0
359,0.7614090909090909,1,0,0
360,0.19098846153846155,0,-1,0
361,1.015452,1,4,1
362,0.222828125,1,0,0
363,0.91468,1,4,0
364,0.0,1,1,1
365,0.003308695652173913,0,-2,0
366,0.0,1,1,0
367,0.94332,1,0,0
368,0.2887,0,-1,0
369,0.0,1,1,0
370,1.03155,1,3,1
371,0.4641,1,2,1
372,0.00061875,0,-1,0
373,0.3811333333333333,1,0,0
374,0.7662333333333333,1,0,0
375,0.9625944444444444,1,0,0
376,0.6381,1,0,0
377,0.6839333333333333,1,1,0
378,0.07737857142857144,0,-1,0
379,0.33303333333333335,1,0,0
380,0.41052,1,0,1
381,0.6850384615384615,1,0,0
382,0.03788,1,2,1
383,0.7185285714285714,1,0,0
384,0.017341176470588235,0,-1,1
385,0.2827375,1,0,0
386,0.8246487804878049,1,0,0
387,0.0,1,1,0
388,0.7893,0,-1,1
389,1.02166,1,0,0
390,0.00435,0,-1,1
391,0.0,1,1,0
392,0.0,1,1,1
393,0.33482903225806454,1,0,0
394,0.14364285714285716,1,0,0
395,0.10555555555555556,0,-1,0
396,1.017342857142857,1,0,0
397,0.4081,1,0,0
398,0.0,0,-2,0
399,0.49857619047619045,1,0,0
400,1.0024833333333334,1,2,0
401,0.6515083333333334,1,0,0
402,0.6887,1,0,0
403,0.00976,0,-1,1
404,0.9293,1,0,0
405,1.0027,1,2,1
406,0.01929,0,-2,0
407,0.22063333333333332,1,0,0
408,1.014124,1,1,0
409,0.173771875,1,0,0
410,0.6013642857142857,1,0,0
411,0.48886666666666667,1,1,1
412,0.00095,0,-1,0
413,0.0,1,1,0
414,0.05942608695652174,1,1,1
415,0.030972916666666666,0,-2,0
416,0.45,0,-1,0
417,0.03592,0,-2,0
418,0.29622,1,0,0
419,0.88676,1,0,0
420,0.0,1,1,1
421,0.8421666666666666,1,2,0
422,0.3855931818181818,1,0,0
423,0.04450869565217391,0,-1,0
424,0.52489,1,2,1
425,0.3930326530612245,1,0,0
426,0.140775,0,-1,0
427,0.47755,1,2,1
428,0.0011705882352941177,0,-1,1
429,1.0017,1,0,0
430,1.0123857142857142,1,0,0
431,1.0210444444444444,1,0,0
432,0.7817102564102564,1,0,1
433,0.4374818181818182,1,0,0
434,0.275448275862069,1,0,0
435,0.025583333333333333,1,0,0
436,0.8694518518518518,1,1,1
437,0.23453333333333334,0,-1,0
438,0.5618818181818181,1,0,0
439,1.02088,1,0,0
440,0.9628,1,0,1
441,0.007,0,-1,0
442,0.83831,1,0,0
443,0.0,1,1,0
444,0.614615,1,0,0
445,1.0255625,1,0,1
446,0.16956363636363636,1,0,0
447,0.91520625,1,0,0
448,0.2562333333333333,0,-1,0
449,0.19282,1,0,0
450,0.6878857142857143,1,0,0
451,0.0,1,1,1
452,0.7785833333333333,1,2,1
453,0.983426923076923,1,0,0
454,0.78393,1,0,0
455,0.9766125,1,0,0
456,1.00085,1,0,0
457,0.5464153846153846,1,1,0
458,0.47948,0,-1,0
459,0.0035608695652173915,0,-1,0
460,0.7275285714285714,1,0,1
461,0.8472777777777778,1,0,0
462,0.0211125,0,-1,0
463,0.07174827586206897,1,0,0
464,0.13104782608695653,1,0,0
465,0.0,1,1,0
466,0.9063434782608696,0,-1,1
467,0.96725,1,0,1
468,0.12223478260869565,1,0,0
469,0.118744,1,0,0
470,0.06844444444444445,0,-1,0
471,0.9108076923076923,1,0,1
472,0.9154825,1,0,0
473,0.01626111111111111,0,-1,0
474,0.48825,1,1,0
475,0.03465,0,-1,0
476,0.45331666666666665,1,0,0
477,1.01786,1,0,0
478,0.9537,1,0,0
479,0.0012,0,-1,0
480,0.0,0,-2,0
481,0.17972,1,0,0
482,0.9383357142857143,1,0,1
483,0.5894857142857143,1,0,0
484,0.8622666666666666,1,1,0
485,0.02491,0,-1,0
486,0.9344947368421053,1,0,0
487,0.029847826086956523,0,-1,0
488,0.293025,1,0,0
489,0.0018,0,-1,1
490,0.06317692307692307,0,-1,0
491,0.006366666666666666,0,-2,0
492,0.9567666666666667,1,2,0
493,0.3790769230769231,1,0,0
494,0.16649411764705882,1,0,0
495,0.107175,1,0,1
496,0.01016,0,-1,0
497,1.015915,1,0,0
498,0.822,1,0,0
499,0.000264,0,-1,0
500,0.7956,1,0,0
501,0.6781333333333334,1,0,0
502,0.2570222222222222,1,1,0
503,0.9634347826086956,1,0,0
504,0.14739230769230768,1,0,1
505,0.0,0,-2,0
506,0.002475,0,-1,0
507,0.007918,0,-1,0
508,0.23465555555555556,1,0,0
509,0.2688375,1,0,0
510,0.007366666666666666,0,-1,0
511,0.0097,0,-1,0
512,0.002,0,-1,1
513,0.056175,0,-1,0
514,0.59018,1,2,1
515,0.91775,1,0,0
516,0.94265,1,0,0
517,0.9819857142857142,1,0,0
518,0.27834,1,0,0
519,1.025,1,1,0
520,0.3236,1,0,0
521,0.5498666666666666,1,0,0
522,0.0,1,1,0
523,0.003361111111111111,0,-1,1
524,0.7964,1,0,1
525,0.3208285714285714,1,0,0
526,0.007690909090909091,0,-1,0
527,0.93245,1,1,0
528,0.25941451612903227,1,2,1
529,0.0,1,1,0
530,0.93815,0,-1,0
531,0.69098,1,0,0
532,1.5,1,0,0
533,0.4073,1,0,1
534,0.53849,1,2,1
535,0.04822,0,-2,0
536,0.008,0,-1,0
537,0.751725,1,0,0
538,0.766725,1,0,0
539,0.06514,1,0,0
540,0.8421636363636363,1,1,0
541,0.001995,0,-1,0
542,0.0,1,1,0
543,0.9592666666666667,1,2,1
544,0.30092,1,0,0
545,0.034275,0,-1,0
546,0.12979487179487179,1,0,0
547,0.0,1,1,1
548,0.0,0,-2,0
549,0.010447826086956522,0,-1,0
550,0.436975,1,0,0
551,0.04657,1,0,1
552,0.1484421052631579,0,-1,1
553,1.0143,1,0,1
554,0.0,1,1,0
555,0.882125,0,-2,0
556,0.06007936507936508,1,0,0
557,0.03270625,0,-2,0
558,0.5936272727272728,1,0,0
559,0.8604,1,0,0
560,0.27234285714285716,1,0,0
561,0.021407407407407406,0,-1,0
562,0.0017777777777777779,0,-2,0
563,0.010516666666666667,0,-1,0
564,0.300975,0,-1,0
565,0.0021384615384615383,1,2,0
566,0.028976,0,-2,0
567,0.14601111111111112,1,0,1
568,0.01964166666666667,0,-1,0
569,0.70858,1,0,0
570,0.06944814814814815,1,0,0
571,0.27894,1,1,0
572,0.99618,1,0,0
573,0.031142857142857142,0,-1,0
574,0.01955,0,-2,1
575,0.0420875,0,-1,0
576,0.9641724137931035,1,2,1
577,0.0017592592592592592,0,-1,0
578,0.074925,0,-1,0
579,0.10394,1,0,0
580,0.2599,0,-2,0
581,0.0,1,1,1
582,0.39761111111111114,0,-1,0
583,0.00895625,0,-1,0
584,0.972075,1,0,0
585,1.006,1,0,0
586,0.73015,1,0,0
587,0.0,1,1,1
588,0.041985714285714286,0,-1,1
589,1.0121153846153845,1,0,0
590,0.022465384615384616,0,-1,0
591,0.13191739130434782,1,0,0
592,0.52034375,1,0,0
593,0.69952,1,0,0
594,0.6093375,1,0,0
595,0.5154545454545455,1,0,0
596,0.72339,1,0,0
597,0.7447555555555555,1,0,0
598,0.0,1,1,0
599,0.9905375,1,2,0
600,0.0,0,-1,1
601,0.07547096774193549,1,0,0
602,0.013,0,-1,1
603,0.10507058823529412,1,0,0
604,0.18892857142857142,1,2,0
605,0.0,1,1,0
606,0.45492,1,1,0
607,0.18428,1,0,0
608,0.37165454545454546,1,0,0
609,0.00888,0,-2,0
610,0.00195,0,-1,0
611,0.20080454545454546,1,0,0
612,0.009111111111111111,1,0,1
613,0.96452,1,0,0
614,0.91625,1,2,0
615,0.605521052631579,1,1,0
616,0.14482666666666666,1,0,0
617,0.0,1,1,0
618,0.5103962962962963,1,0,0
619,0.98065,1,0,0
620,0.404165,1,0,0
621,0.24097333333333334,1,0,0
622,0.001888888888888889,0,-1,0
623,0.08471111111111111,1,0,0
624,0.0,1,1,0
625,0.0054555555555555555,0,-1,0
626,0.6584,1,0,0
627,0.8577142857142858,1,0,0
628,0.0028695652173913043,0,-1,0
629,0.9811333333333333,1,0,0
630,0.02215,0,-1,0
631,0.0144,0,-1,0
632,0.5359,1,0,0
633,0.82955,1,0,0
634,0.0,0,-2,0
635,0.4226,1,0,0
636,0.0275,0,-1,0
637,0.1126,1,0,0
638,0.43972,1,0,0
639,0.1503125,0,-1,0
640,0.3315529411764706,1,0,0
641,0.5298678571428571,1,0,0
642,0.7703307692307693,1,0,0
643,0.22026190476190477,1,0,0
644,0.7471243243243243,1,0,0
645,0.9831,1,0,0
646,1.4296666666666666,1,1,0
647,0.5894833333333334,1,2,1
648,0.9701875,1,0,0
649,0.6648178571428571,1,2,1
650,1.05375,1,8,0
651,0.0,0,-2,0
652,0.059783333333333334,1,0,0
653,1.00685,1,0,0
654,0.0,1,1,1
655,0.8177,1,0,0
656,0.007435714285714286,0,-2,1
657,0.04765517241379311,1,0,0
658,0.24696315789473683,1,0,1
659,0.6657625,1,0,0
660,0.001525,0,-1,0
661,0.0884375,0,-2,0
662,0.47617777777777776,1,0,1
663,0.007385714285714285,0,-1,0
664,0.10274,1,0,0
665,0.60285,1,0,0
666,1.0005153846153847,1,0,0
667,0.8801571428571429,1,0,0
668,0.8359333333333333,1,0,0
669,0.97002,1,1,0
670,0.2883,1,2,1
671,1.5,1,2,0
672,0.64285,1,0,1
673,0.96193,1,2,1
674,0.08,1,2,1
675,0.305615625,1,0,0
676,0.7195777777777778,1,2,1
677,0.7663842105263158,1,2,1
678,0.359945,1,0,0
679,0.01115,0,-1,0
680,0.9677666666666667,0,-1,0
681,0.24227272727272728,1,0,0
682,0.0,0,-2,0
683,0.018517391304347826,1,0,0
684,0.3434451612903226,1,0,0
685,0.7727375,1,0,0
686,0.0043,0,-1,0
687,0.039,0,-1,1
688,0.9568882352941176,1,0,0
689,0.8789214285714285,1,0,0
690,0.64215,1,0,0
691,0.4001,1,0,0
692,0.0068823529411764705,0,-1,0
693,0.79699,1,2,1
694,0.7952,1,0,0
695,0.136025,0,-2,0
696,0.0,0,-2,0
697,0.55932,1,0,0
698,0.0976888888888889,0,-1,0
699,0.10009285714285714,0,-2,0
700,0.14536666666666667,1,0,0
701,0.0,0,-2,0
702,0.0289,0,-1,0
703,0.8109,1,0,1
704,1.0503,1,1,1
705,0.7527333333333334,1,1,0
706,0.30896,0,-1,1
707,1.16204,1,1,0
708,0.40963333333333335,1,1,0
709,0.5238,1,0,0
710,0.8163,1,0,0
711,0.35362,1,0,0
712,1.5,1,0,0
713,0.05246111111111111,1,1,0
714,0.0,1,1,0
715,0.0005075,0,-2,0
716,0.69924,1,0,0
717,0.506025,1,0,0
718,0.9916857142857143,1,0,1
719,0.0,1,1,0
720,0.564675,1,0,0
721,0.7964,1,0,0
722,0.796,1,0,1
723,0.0,1,1,0
724,0.028725,0,-1,0
725,0.3241875,1,0,0
726,0.7139,1,0,1
727,0.035736111111111114,0,-1,0
728,0.0,0,-2,0
729,0.15014848484848484,1,0,0
730,0.0091,0,-1,1
731,0.1987,1,0,0
732,0.76428,1,0,0
733,0.01065,1,1,0
734,0.001975,0,-1,0
735,0.4193818181818182,1,0,0
736,0.3906428571428571,0,-2,0
737,0.6772866666666667,1,0,0
738,0.23403934426229508,1,0,0
739,0.8440818181818182,1,0,0
740,0.216625,1,2,1
741,0.6462529411764706,1,0,0
742,0.009672727272727272,0,-1,0
743,0.40545714285714285,1,0,0
744,0.6149714285714286,1,0,0
745,0.1134,0,-2,0
746,0.12535294117647058,1,0,0
747,0.21642,1,0,0
748,0.9360766666666667,1,0,1
749,0.0026,1,2,1
750,0.75294,1,8,1
751,0.0,1,1,0
752,0.9412222222222222,1,2,0
753,0.96072,1,0,1
754,0.086692,0,-1,0
755,0.0018574468085106382,0,-1,0
756,0.4789695652173913,1,0,0
757,0.029378571428571428,1,0,0
758,0.04189565217391304,1,2,1
759,0.05976904761904762,1,0,0
760,1.0439666666666667,1,0,0
761,0.86686,1,1,1
762,0.0014071428571428572,0,-1,0
763,0.03064230769230769,0,-1,0
764,0.21611111111111111,0,-1,0
765,1.0036583333333333,1,0,0
766,0.004147058823529412,0,-1,0
767,0.7424090909090909,1,0,0
768,0.05448571428571428,0,-1,0
769,0.0007181818181818182,0,-1,0
770,0.011285,0,-2,0
771,0.02981388888888889,0,-1,0
772,0.0012153846153846154,0,-1,0
773,0.5513,1,0,0
774,0.9489083333333334,1,0,0
775,0.14726,0,-1,0
776,0.49415,1,1,0
777,0.06358,0,-2,0
778,0.0719,0,-1,0
779,0.95716,1,2,1
780,0.0,1,1,0
781,0.17709565217391304,1,0,0
782,0.01638,0,-1,0
783,0.7958,1,2,1
784,0.0,1,1,1
785,0.3815826086956522,1,0,1
786,0.062842,1,1,0
787,0.002510810810810811,0,-1,0
788,0.011513043478260869,0,-1,0
789,0.148675,1,0,0
790,0.9177333333333333,0,-1,0
791,0.8460666666666666,1,1,0
792,0.0,1,1,0
793,0.013012195121951219,0,-1,0
794,0.0,1,1,0
795,0.935,1,0,0
796,0.97062,1,0,0
797,0.0,0,-2,0
798,0.27602,1,0,0
799,0.15355,1,2,0
800,0.1768952380952381,1,0,0
801,0.0009625,0,-1,0
802,1.0305,1,4,1
803,0.04,0,-1,0
804,0.028982608695652175,0,-1,0
805,0.14107727272727272,1,0,0
806,0.08413,1,0,0
807,0.012475,1,1,0
808,0.8377,1,0,1
809,0.16347894736842106,1,0,0
810,0.0168375,1,0,0
811,0.5841333333333333,1,0,0
812,0.14179857142857144,1,0,0
813,0.0,1,1,0
814,0.08307,0,-1,0
815,0.5504583333333334,1,1,1
816,0.76335,1,0,0
817,0.7852571428571429,1,2,1
818,0.20505,0,-1,0
819,0.017366666666666666,0,-1,0
820,0.25633333333333336,1,0,0
821,0.0039,0,-1,0
822,0.97722,1,1,1
823,0.36890666666666666,0,-1,0
824,1.01215,1,0,0
825,0.27645,1,0,1
826,0.0,1,1,0
827,0.54174,1,1,0
828,0.8755,1,0,0
829,0.015175,0,-1,0
830,0.41888,1,0,0
831,0.006271875,0,-1,0
832,1.2155,1,8,0
833,0.32442127659574466,1,0,1
834,0.002391304347826087,0,-1,0
835,0.8623,1,0,0
836,0.053266666666666664,0,-1,1
837,0.2861875,1,2,0
838,0.13699090909090908,1,0,0
839,0.21178095238095238,1,0,0
840,0.0,1,1,1
841,0.991475,1,1,0
842,0.19328,1,0,0
843,0.0,0,-2,0
844,0.0,1,1,1
845,0.630402,1,0,0
846,0.008755102040816327,0,-1,0
847,0.6835466666666666,0,-2,0
848,0.95294,1,2,1
849,1.0074466666666666,1,4,1
850,0.009075,0,-1,0
851,0.500875,1,0,0
852,0.9698333333333333,1,1,0
853,0.608,1,0,0
854,0.31952142857142857,1,0,0
855,0.09974,1,0,0
856,0.8985666666666666,0,-2,0
857,0.661525,1,0,1
858,0.50485,1,2,1
859,1.0080076923076924,1,0,0
860,1.0109,1,0,0
861,0.0,0,-2,0
862,0.004176923076923077,0,-2,0
863,0.08166666666666667,1,2,1
864,1.5,1,0,0
865,0.217575,1,0,0
866,0.9411333333333334,1,0,0
867,0.6629611111111111,1,0,0
868,0.29109,1,0,0
869,0.7513714285714286,1,0,0
870,1.0703551724137932,1,0,0
871,0.72955,1,0,0
872,0.44575,1,0,0
873,0.02731,0,-2,0
874,0.02473888888888889,0,-1,0
875,0.1473,0,-1,0
876,1.0202,1,0,0
877,0.30223333333333335,1,0,0
878,0.021157142857142857,0,-1,0
879,0.47174,1,0,0
880,0.7647,1,2,0
881,0.024675,0,-1,0
882,0.0,1,1,1
883,0.974,1,0,0
884,0.95834,1,0,0
885,1.03474,1,0,1
886,0.7086428571428571,1,0,0
887,0.004980645161290323,0,-2,0
888,0.013822222222222222,0,-1,0
889,0.2711222222222222,1,0,0
890,0.38319230769230767,1,0,0
891,0.005146666666666667,0,-1,0
892,0.0340275,1,1,0
893,0.3551,1,0,0
894,0.42991875,1,0,0
895,0.0009916666666666667,0,-1,1
896,0.0005,0,-2,0
897,0.8419090909090909,1,1,1
898,0.7756705882352941,1,2,1
899,0.12572222222222224,1,0,1
900,0.019385,0,-1,0
901,0.0,0,-2,0
902,0.02882857142857143,0,-1,0
903,0.7649363636363636,1,0,0
904,1.5,1,0,0
905,0.71705,1,2,0
906,0.9257333333333333,0,-1,0
907,0.08374,1,2,1
908,0.186925,1,0,0
909,0.1402,1,0,0
910,0.22176944444444444,1,0,0
911,0.9557111111111111,1,2,0
912,0.77281,0,-1,0
913,0.48625,1,0,0
914,0.5729,1,0,0
915,0.2840285714285714,1,0,0
916,0.0,0,-2,0
917,0.1570542857142857,1,0,0
918,0.0,1,1,1
919,1.5,1,0,0
920,0.24565555555555554,1,0,0
921,0.0,1,1,0
922,0.5449,1,0,0
923,0.0771,1,0,0
924,0.06855,0,-1,0
925,0.9130333333333334,1,0,0
926,0.0632888888888889,0,-2,1
927,0.2951,1,0,0
928,1.00684,1,0,0
929,0.05965,0,-2,0
930,0.00621,0,-2,0
931,0.26311923076923077,1,0,0
932,0.031109375,0,-1,1
