ID,Current_Utilization_Rate,Minimum_Payment_Flag,Days_Since_Last_Payment_Proxy,Risk_Score
16793,0.6134,1,2,0.6223520344193777
376,0.6381,1,0,0.1424951271824952
11648,0.7307,1,0,0.14741300548585132
13955,0.5012166666666666,1,0,0.13547678323001897
17143,0.4022875,1,0,0.1305877334977728
15489,0.0,1,1,0.2858264110041178
25616,0.8639666666666667,1,0,0.15473606367778858
16630,0.9724411764705884,1,0,0.16091397405353694
8412,0.0073333333333333,0,-1,0.191350481012813
2375,0.71184,1,3,0.8447693699788743
9247,0.00520625,1,2,0.5594458262422163
6170,0.0,0,-2,0.06934303430315072
29430,0.32794,1,0,0.1270128710310021
8537,0.3006869565217391,1,0,0.1257235510500146
4787,0.97549,1,0,0.16109045899649527
16854,0.0075,1,3,0.8009623341037482
5114,0.8479,1,2,0.6456641042516255
2670,1.5,0,-1,0.30968246931111293
10967,0.11621,1,0,0.11728812233007198
25156,0.9884666666666668,1,1,0.379386674285341
13204,0.2359454545454545,1,0,0.12270556680797774
20564,0.0403666666666666,1,0,0.11396484414961053
16595,0.0619,0,-1,0.1949948801044231
17982,0.9828058823529412,1,0,0.16151458581717015
24155,0.5063636363636363,1,2,0.6115126416402847
28587,0.0388489795918367,1,0,0.11389918764004757
28958,0.893375,1,0,0.15639154798593302
28077,0.2188875,1,2,0.5818767528431092
27290,0.0017043478260869,0,-2,0.06939018303852554
16613,0.5658538461538462,1,2,0.6175514915987476
23464,0.00945,0,-1,0.19149087440731813
11667,0.96558,1,1,0.3770801844886298
6186,1.0708,1,0,0.16668672734553622
15765,0.0804714285714285,1,0,0.11571179499710404
5466,0.0,1,1,0.2858264110041178
27365,0.53076,1,0,0.13696644211709774
25855,0.038476923076923,0,-1,0.19342409295353516
7421,0.0,1,1,0.2858264110041178
248,0.37767,1,0,0.12939467528147772
20363,0.99516,1,0,0.16223284248110814
28217,0.349085,1,0,0.12802099354322255
2666,0.59274,1,0,0.14013643518237867
13351,0.0210129032258064,0,-1,0.1922592015148402
12771,0.7566428571428572,1,0,0.14881574251566948
14523,0.2401333333333333,1,0,0.12289888847395483
13462,0.42906,1,0,0.13189582937078362
6854,0.0187965517241379,1,0,0.11303479256798797
12026,0.7429611111111111,1,0,0.14807459922397084
878,0.0211571428571428,0,-1,0.19226880070860133
25091,0.6989475,1,0,0.1457110433379668
10589,0.03144,0,-1,0.19295406930215678
29671,1.010990909090909,1,2,0.6614860685204801
25141,0.5160111111111111,1,0,0.13622104602811053
16656,0.03076,1,0,0.11354980691080244
28815,0.0013739130434782,0,-1,0.19095562912268027
6279,0.48885,1,0,0.13485728829589655
11587,0.01624375,0,-1,0.19194201847359818
18611,0.01825,0,-1,0.19207539990775352
1639,1.0138714285714283,1,1,0.3819533286173818
8951,0.1476342857142857,0,-2,0.07353879295348086
4776,0.0320730769230769,1,0,0.1136064579766445
16841,0.7666466666666667,1,0,0.1493595864294739
20579,0.66195,1,0,0.1437485387557767
26786,1.0228307692307692,1,2,0.6626212621372383
23384,0.0113181818181818,0,-1,0.19161485169854514
12460,0.4288344827586207,1,0,0.13188476440828792
6435,0.00066,1,3,0.8004946321508628
27278,0.9165,1,1,0.3721528067737034
25345,0.9550625,1,0,0.1599109707749282
11813,0.01655,0,-2,0.0698021264699252
17896,0.1601,1,0,0.1192494305439244
4067,0.5009,0,-1,0.22622518254295643
14722,0.2923470588235294,0,-1,0.21096448779056645
26330,0.0,1,1,0.2858264110041178
23968,0.2019636363636363,1,0,0.12114654654556012
13300,0.9102,1,0,0.1573451505210129
16687,0.99755,1,1,0.380303600850519
11625,0.2574805555555555,1,0,0.1237024654083035
7018,0.99225,1,0,0.16206342629816675
28991,0.0,0,-2,0.06934303430315072
4275,0.38180625,1,0,0.12959448311607383
15744,0.0,0,-2,0.06934303430315072
2841,0.009295238095238,0,-1,0.1914806067603387
14715,0.79694,1,0,0.1510164401394265
11493,0.58783125,1,0,0.13988315251383465
1206,0.9990809523809524,1,0,0.16246134072182236
2059,0.17365,1,1,0.3012553993284194
21002,0.6365,1,2,0.6246757809443926
674,0.08,1,2,0.5673297354555555
4511,0.1261,0,-1,0.1993497143546
15042,0.01128,0,-2,0.06965563395474868
12278,0.6057166666666667,1,0,0.14080785684202962
22922,0.0018111111111111,0,-1,0.19098457528043028
21649,0.0,0,-2,0.06934303430315072
8225,0.9345666666666668,1,1,0.3739635794724157
17473,0.310275,1,0,0.1261758711859107
25089,0.0,0,-2,0.06934303430315072
26255,0.954,1,0,0.15984981351774052
14221,0.6384142857142857,1,2,0.6248680929142189
20285,0.696225,1,1,0.350375959843376
12255,0.1446181818181818,0,-1,0.20061933705280627
13139,0.9240785714285714,1,0,0.1581353109261524
18702,0.103292,1,0,0.11671620824533112
4791,0.42324,1,2,0.603017472235084
8122,0.7090307692307692,1,0,0.1462497421892728
16730,0.67552,1,1,0.34835910175434537
23676,0.0,1,1,0.2858264110041178
17442,0.9892666666666666,1,1,0.37946739664516715
22834,0.5932294117647059,1,0,0.140161708981801
5677,0.052875,1,0,0.11450722279943923
5577,0.02418,0,-2,0.07001472595162364
24667,0.0010116279069767,1,2,0.5590027492181513
21024,0.5524,1,0,0.13806631698178437
5119,0.2138931034482758,1,0,0.1216918927258527
17062,1.01306,1,2,0.6616845853600466
16582,0.09,1,5,0.9766269460262523
9784,0.0071333333333333,0,-1,0.1913372195589842
16686,0.93424,1,0,0.15871588142638424
1090,0.1177838709677419,1,0,0.11735796759463973
29365,0.0,0,-2,0.06934303430315072
28803,0.0107142857142857,0,-1,0.1915747689217568
9651,0.9,1,3,0.8550516238533878
7157,0.98518,1,0,0.16165241519075108
26658,0.0,1,1,0.2858264110041178
15591,1.0086363636363636,1,0,0.1630192801933776
21597,0.0022125,0,-1,0.19101115352324846
19239,0.02978,0,-2,0.07017114310905512
27457,0.0012774193548387,0,-1,0.19094924088738466
3647,0.0491090909090909,0,-2,0.07071352132336715
22802,0.0468043478260869,1,0,0.11424371077500081
12083,0.0187,0,-1,0.1921053269377733
28458,0.0018111111111111,0,-1,0.19098457528043028
20372,0.4019,1,0,0.1305688815619353
23042,0.0,0,-2,0.06934303430315072
7040,0.0112117647058823,1,0,0.11270933184961432
3284,0.4007260869565217,1,0,0.130511784623898
27343,0.10028,1,0,0.11658320743776077
16546,0.9296333333333332,1,0,0.1584524667524302
1656,0.16033,0,-1,0.20170129473521875
8696,0.1916333333333333,1,0,0.12067600840023761
5350,1.0057625,1,1,0.3811333562147158
10754,0.26738125,1,0,0.12416311597770152
11795,0.998,1,1,0.38034904884115456
10041,0.0,0,-2,0.06934303430315072
15034,0.6341111111111111,1,2,0.6244357344633413
21959,0.94508,1,0,0.1593371270971555
2019,0.6193,1,0,0.14151354695897084
15085,0.9501875,1,0,0.15963052278716267
4209,0.3577333333333333,1,2,0.596278422337095
22515,1.01556,1,0,0.16342451387000045
17496,0.72124,1,0,0.14690422848764073
4558,0.27239375,1,0,0.1243968939248406
28485,0.325825,1,0,0.1269124090205819
20884,0.01941,0,-1,0.19215255236805762
22744,0.11324,1,0,0.11715641782076315
16705,0.09728,1,2,0.5691465082357129
4565,0.0851696969696969,0,-2,0.07173575402226169
19300,0.8324621621621622,1,0,0.15297849201978272
28488,0.0,1,1,0.2858264110041178
22071,0.10693,1,0,0.1168770268771728
27270,0.7602842105263158,1,0,0.1490135105043088
16888,0.9944785714285714,1,0,0.16219315784972596
20035,0.0,0,-2,0.06934303430315072
15775,0.3617357142857142,1,2,0.5966912420256894
14629,0.6998666666666666,1,0,0.14576008157757633
1675,0.009840909090909,0,-1,0.19151681106216142
15526,1.0295466666666666,1,0,0.16424561188676629
5217,0.91114,1,0,0.15739856679896638
2786,0.98934,1,0,0.16189415284440745
13793,0.91785,1,0,0.15778029652062575
2774,0.0183444444444444,0,-1,0.19208168059468975
28500,0.0322423076923076,0,-2,0.07024002159779137
11603,1.0043,1,0,0.16276588938124187
20538,0.0198777777777777,0,-1,0.19218367129698083
16170,0.06096,1,0,0.11485899431389841
22486,0.57555,1,0,0.1392511411965694
18503,0.7167066666666667,1,0,0.14666093272765246
23221,0.0125133333333333,0,-1,0.19169419710496147
7342,0.9988,1,0,0.1624449592581648
5936,0.02399,1,0,0.1132581144493945
12499,0.912,1,0,0.1574474499272779
3152,1.05313125,1,2,0.6655178930531447
13124,0.8941666666666667,1,0,0.1564363120928416
25175,1.11,1,1,0.3917239490303238
12597,0.4797727272727273,1,0,0.13440409515009907
11533,0.10458,1,0,0.11677312261221198
12901,0.0,1,1,0.2858264110041178
8784,0.75286,1,0,0.14861051864602703
15524,0.21519,1,0,0.12175130660671518
22130,0.5598444444444445,1,0,0.1384463995896158
697,0.55932,1,0,0.13841959489231379
23696,0.6905416666666667,1,0,0.14526322032315925
25364,0.8748,1,2,0.6482969376634541
14726,0.8942666666666667,1,0,0.15644196724871118
23938,0.02308,0,-1,0.19239680235314335
28078,0.0030391304347826,0,-1,0.19106589832986542
4496,0.96682,1,0,0.16058899497094523
12833,1.0084090909090908,1,0,0.16300599186857803
11413,0.9761666666666666,1,0,0.1611296498890732
22081,0.21117,1,2,0.5810719084589855
24085,0.1155166666666666,1,0,0.11725736501366987
20096,1.1147285714285715,1,0,0.16931796344851213
26090,0.0106454545454545,0,-1,0.1915702007533809
28058,0.56578,1,2,0.6175440175077274
789,0.148675,1,0,0.11873616927290043
26305,0.0991888888888888,1,0,0.11653505974193362
6730,0.2016871794871794,1,2,0.5800823712300172
16485,0.0,0,-2,0.06934303430315072
4088,0.9039133333333332,1,0,0.15698828443728627
22690,0.0484176470588235,1,0,0.11431368853457646
17079,0.6771,1,0,0.14454948660552705
18190,0.9393,1,0,0.15900562757506845
18691,0.0,1,1,0.2858264110041178
28654,0.2549166666666667,1,0,0.12358341460685031
7885,0.8844923076923077,1,0,0.15588999898365094
21490,0.0062260869565217,0,-1,0.19127707133940156
16717,0.003353488372093,0,-2,0.06943583277096826
11150,0.3519285714285714,1,1,0.3175771048090667
9723,0.0246416666666666,0,-1,0.1925008078647294
19247,0.36414,1,2,0.5969391627491116
655,0.8177,1,0,0.1521605853893119
27369,0.806,1,1,0.3611572211004867
22671,0.005085,0,-1,0.1912014405584989
18430,0.7169,1,2,0.6327183671417025
25688,0.0174333333333333,0,-2,0.06982670874522043
14839,0.0058,0,-1,0.19124882779693692
8318,0.9664166666666668,1,0,0.16056569733705642
4188,1.01528,1,0,0.1634081100283625
27579,0.7858333333333334,1,0,0.15040722820787944
6952,0.1743666666666666,1,1,0.30132005099951703
26020,0.2488666666666666,0,-1,0.20787961701952587
4872,0.6029625,1,0,0.1406651298810663
4478,0.26702,1,0,0.12414628221655148
21153,0.843690909090909,1,0,0.15360303712516923
24401,0.3842642857142857,1,2,0.5990123488301546
23974,0.36328,1,0,0.12870158709496082
14799,0.97458,1,0,0.16103776614690307
27276,0.023675,0,-1,0.19243642373757314
10151,0.32498125,0,-2,0.07888743011224168
11398,0.0024241379310344,0,-1,0.19102516841276684
24750,0.95348,1,0,0.15981988933995794
66,0.762595,0,-2,0.09363574409909467
28781,0.6763891891891892,1,0,0.14451182479568891
27169,0.69175,1,0,0.14532752422519724
2750,0.0,1,1,0.2858264110041178
13084,0.5108,1,3,0.8331334911162513
4042,0.57115,1,0,0.13902529374368194
4844,0.7228,1,2,0.6333057191613147
14951,0.009948,1,2,0.5599465822225911
5044,0.9613222222222222,1,0,0.16027166359284487
18708,0.82936,1,1,0.3634700647685066
27134,0.00333,0,-1,0.1910851644413696
26912,0.59208,1,0,0.1401023580466236
13574,0.0027090909090909,0,-1,0.1910440395436511
14258,0.8313111111111111,1,0,0.15291458805591768
12627,1.0320875,1,0,0.16439512872815068
12180,0.001525,0,-1,0.19096563196005836
11488,0.4090526315789474,1,0,0.13091723104702577
9495,0.96889,1,2,0.6574344663534102
728,0.0,0,-2,0.06934303430315072
2474,0.65032,1,0,0.14313619411955103
11242,0.81596,1,0,0.15206441638611878
17712,0.8398409090909091,1,0,0.15338866459155487
16132,0.0,1,1,0.2858264110041178
2033,0.06543,1,0,0.11505388366945676
11512,0.472775,1,0,0.1340556044021697
19825,0.50725,1,3,0.8329218914714066
11878,0.339125,1,0,0.12754528640057053
20090,0.013,0,-1,0.19172651379904712
14309,0.481854,0,-2,0.08391264255458317
10093,0.0081833333333333,0,-1,0.19140685001928015
1047,0.736840909090909,1,0,0.1477440548912646
15161,0.924425,1,2,0.653130302747785
6178,1.1514,1,0,0.17153974925571888
101,0.0048,0,-2,0.06947589642490418
19991,0.02136,0,-1,0.1922823015345192
14413,0.0,1,1,0.2858264110041178
3868,0.00364,1,2,0.5592803946331364
12712,0.352528,1,0,0.12818578903450625
7259,0.1228857142857142,1,0,0.11758462522208415
3058,0.9865333333333334,1,0,0.16173102541742645
5694,0.04778,1,0,0.11428602577507745
8857,0.4581125,1,2,0.6065893037419374
13288,0.6864090909090909,1,1,0.34941912768193295
22781,0.94994,1,0,0.15961629529120613
28513,0.03231875,0,-1,0.19301271693462022
9582,0.42046,1,0,0.13147442907018606
21633,0.8746692307692308,1,0,0.15533688032273904
2781,0.0444444444444444,0,-1,0.19382336868969766
13196,0.0,1,1,0.2858264110041178
21917,0.0047391304347826,1,3,0.8007736520431266
28619,0.0531555555555555,0,-2,0.07082755519572242
7347,0.0030058823529411,0,-1,0.19106369619583843
23751,0.9588727272727272,1,0,0.1601304423737176
27731,0.3031666666666666,1,3,0.8203944666149143
14646,0.8217,1,0,0.15238185278209446
19391,0.7865027027027027,1,0,0.15044388645050663
13780,0.0,0,-2,0.06934303430315072
9336,0.6173127659574468,1,0,0.14141012074396658
11170,0.0554551724137931,0,-1,0.1945617185165188
7910,0.9572,1,0,0.16003406217652036
23996,1.011325,1,1,0.3816957618509249
6202,0.0401846153846153,0,-1,0.19353828756269836
9695,0.7517,1,2,0.6361770034034299
8773,1.105609090909091,1,7,0.9984571634843453
21166,0.0096153846153846,1,3,0.801106811845507
7445,0.6994333333333334,1,0,0.1457369612100604
26476,1.0265333333333333,1,1,0.3832350409178971
25083,0.5958730769230769,1,0,0.14029829693161008
1234,0.00326,0,-1,0.19108052776775397
7779,0.1908043478260869,1,0,0.12063831710919037
25378,0.0103217391304347,0,-1,0.19154871761103417
18701,0.5288142857142857,1,0,0.13686791127381584
27291,0.0766333333333333,1,0,0.11554360682904916
19337,0.108425641025641,1,0,0.11694319778428666
9809,0.0019173913043478,0,-1,0.19099161242190904
7370,0.47214,1,0,0.1340240188700144
703,0.8109,1,0,0.15178503593413548
9889,0.65820625,1,0,0.1435511846776478
8649,0.6763555555555556,1,0,0.14451004294339828
22548,0.0,0,-2,0.06934303430315072
1271,0.98034,1,0,0.16137152951285463
16284,0.7273869565217391,1,0,0.14723465801279212
757,0.0293785714285714,1,0,0.11349023348754608
20257,0.8291333333333334,1,0,0.15279374220625477
25622,0.0710103448275862,1,0,0.1152975871040654
25836,0.5701178571428571,1,0,0.13897235941327113
24400,0.01405,0,-2,0.06973259737285747
7725,0.1277222222222222,0,-1,0.19946069374321568
2509,0.2187166666666666,1,0,0.12191299786665184
11462,0.074547619047619,0,-1,0.19584705910321418
25931,1.0278190476190476,1,0,0.16414401153668529
25163,0.070176923076923,1,2,0.5662961524826011
21825,0.0382827586206896,0,-1,0.1934111122806362
26849,0.4291428571428571,1,1,0.32479104800282665
21812,0.8845,1,3,0.8542264528653403
28506,0.1478,0,-1,0.20083809396258206
5730,0.2814636363636363,1,0,0.12482086413670605
13343,0.0,0,-2,0.06934303430315072
2188,0.7992666666666667,1,0,0.15114431686920127
23684,0.0115458333333333,0,-2,0.06966301662462224
1976,0.90118,1,0,0.15683333083133152
17665,0.816575,1,0,0.1520984014537659
256,0.55398,1,0,0.13814691193414017
29279,0.7001375,1,0,0.14577453335201387
4777,0.7742875,1,0,0.14977607309259433
21843,0.0844592592592592,1,0,0.1158867700401734
18486,1.010276923076923,1,0,0.1631152273297349
20658,0.90388,1,0,0.1569863940089836
15642,1.014508,1,0,0.16336288915604366
11306,1.02638,1,0,0.1640594204794262
22727,0.0,1,1,0.2858264110041178
13981,0.0020833333333333,0,-2,0.06940067124858601
18410,0.9348,1,2,0.6541368652552401
11634,0.0039809523809523,0,-1,0.1911282864670248
24743,0.8973821428571429,1,0,0.15661823570144462
4841,0.60822,1,3,0.8388568910789048
22951,0.0125,0,-1,0.19169331177456733
27617,0.84585,1,0,0.1537233651395912
15924,0.1325024390243902,1,0,0.11801289545126474
13386,0.9890571428571427,1,0,0.16187770677475477
3290,0.0030814814814814,0,-1,0.19106870341242246
17556,0.0,0,-2,0.06934303430315072
15675,0.0318472727272727,1,1,0.28862040614314877
25037,0.0046095238095238,0,-1,0.1911699329299432
2564,0.7749,1,0,0.14980950064029305
369,0.0,1,1,0.2858264110041178
14467,0.0250404761904761,0,-1,0.19252737506174328
23541,0.0,0,-2,0.06934303430315072
29650,0.2454304347826087,1,0,0.12314378937311292
25827,0.1874294117647058,1,0,0.12048497451445946
295,0.0,1,1,0.2858264110041178
3035,0.0331470588235294,0,-2,0.07026534603037757
4502,0.0251333333333333,1,0,0.11330733023782955
25817,0.011885,0,-1,0.1916524793000818
24660,0.7974258064516129,1,0,0.15104313336637595
10450,0.0013,1,1,0.2859401433619687
3246,0.4553333333333333,1,2,0.606305058419602
4358,0.9287333333333332,1,0,0.15840104513950598
3676,0.6991,1,0,0.14571917838182755
3726,0.96845,1,2,0.6573920000517041
2319,0.0,1,1,0.2858264110041178
21928,0.02405625,0,-1,0.19246181465624593
16469,1.02424,1,0,0.1639336903715369
24709,0.95926,1,2,0.656504458118419
23006,0.9928846153846154,1,2,0.6597464586017205
9068,0.0,1,1,0.2858264110041178
12170,0.0,1,1,0.2858264110041178
17136,0.62784,1,0,0.1419587331957895
5457,0.939445,1,0,0.15901393689591894
4332,0.0,0,-2,0.06934303430315072
13899,0.8698,1,0,0.1550632974994613
21356,0.6237125,1,0,0.14174342277409235
17455,0.997595238095238,1,0,0.1623747284163935
459,0.0035608695652173,0,-1,0.19110045743362486
13306,0.0014666666666666,0,-1,0.1909617699058613
9062,1.1068954545454546,1,2,0.670626899280219
2998,0.013975,0,-1,0.1917912703633773
15220,0.0935,0,-1,0.19712931283062657
5553,0.0,1,1,0.2858264110041178
1500,0.3137,1,1,0.31403739259160274
19332,0.8504,1,0,0.15397719315638864
20913,0.0,0,-2,0.06934303430315072
19800,0.0,0,-2,0.06934303430315072
2573,0.0,0,-2,0.06934303430315072
18134,0.0386821428571428,0,-1,0.1934378134390929
27181,0.01386,0,-2,0.06972731578180533
5460,0.1261694444444444,0,-1,0.19935446423433797
28415,0.0995307692307692,1,0,0.11655014411241887
9396,0.9862,1,0,0.16171166042941146
24759,0.77617,1,2,0.6386006044353502
1355,0.19754,1,0,0.12094485962199034
17586,0.76535,1,2,0.6375298123352204
7327,0.0178305555555555,1,0,0.11299329646621584
10140,0.455075,1,0,0.13317754254243627
9337,0.9397,1,1,0.3744787266977814
15297,0.0,1,1,0.2858264110041178
1177,0.29072,1,0,0.12525482794990958
24333,0.99886,1,2,0.6603210385628488
15693,0.004375,1,0,0.11241666984057194
28117,0.04402,1,0,0.11412302589264643
8918,0.8754666666666666,1,0,0.15538172261272293
26910,0.4673344827586207,1,0,0.13378519154072058
11152,0.8857,1,2,0.6493612224139959
8663,0.7374295454545454,1,0,0.14777581986277388
3122,0.9922576923076925,1,0,0.16206387394553357
2675,0.9471,1,0,0.15945311188160188
28417,0.0538869565217391,1,0,0.11455120076134263
20965,0.0158590909090909,0,-1,0.19191645326924192
3332,0.0348333333333333,1,0,0.11372562614328563
29885,0.6440971428571428,1,1,0.3453085987662909
12377,1.00442,1,0,0.16277289718330912
14976,0.0909,1,0,0.11616985754608225
29469,0.0175384615384615,0,-1,0.1920280866426151
23403,0.03985,1,0,0.11394248898262613
13092,0.0031638888888888,0,-1,0.19107416168127414
2488,0.0,1,1,0.2858264110041178
25847,1.008225,1,0,0.16299522896489022
24074,0.74269,1,0,0.14805994393342958
5987,0.0093857142857142,0,-1,0.19148660933370984
20654,0.8179,1,0,0.1521716424948581
1516,0.0435066666666666,1,1,0.2896473463708263
3409,0.0051209302325581,0,-1,0.19120382165151859
17770,0.9240060606060606,1,0,0.15813117424441947
9325,0.1967375,0,-1,0.20422515191931903
12247,0.0067,0,-1,0.1913084888159847
6162,0.1037173913043478,0,-2,0.07226683226456677
4983,0.0,1,1,0.2858264110041178
13873,0.49448,1,2,0.6103021544938187
23305,0.9778,1,0,0.1612242803327951
22341,0.075044,1,0,0.1154740233149325
19750,0.0006266666666666,0,-2,0.06936036683612422
13162,0.4989964285714285,1,0,0.13536538630652284
18601,0.0090625,0,-1,0.1914651665899659
16461,0.94247,1,0,0.15918736682923623
29135,0.0,0,-2,0.06934303430315072
14422,0.0009875,0,-1,0.19093004814740505
17030,1.01298,1,0,0.16327341432473325
7717,0.9930692307692308,1,0,0.1621111063458055
7470,0.3306521739130434,1,0,0.12714179809967846
26310,0.0027086956521739,0,-1,0.19104401336660917
23894,0.8454693548387097,1,0,0.153702145854119
29280,0.001975,0,-1,0.1909954269552434
6573,0.3572666666666667,1,0,0.12841289607874687
17217,0.0021666666666666,0,-1,0.19100811849450247
13713,1.03765,1,8,0.9994977396914392
23227,0.9624,1,0,0.16033383284735447
25180,0.65578,1,0,0.14342340390217923
6998,0.0055333333333333,0,-1,0.19123115318635894
15795,0.6753,1,0,0.1444541306966582
22386,0.0348571428571428,0,-1,0.1931822050299665
13850,0.9993117647058825,1,0,0.1624747996702789
8081,0.4569782608695652,1,0,0.1332717254597433
19372,1.0315222222222222,1,0,0.16436185516941848
781,0.177095652173913,1,0,0.12001649860173197
3780,0.9086142857142856,1,0,0.15725507440792633
18539,0.52565,1,0,0.13670779942602868
1491,0.2777538461538461,1,0,0.1246473011225021
15209,0.8576571428571429,1,0,0.1543827522347441
8958,0.0109770833333333,0,-1,0.19159221096746548
19006,0.8707923076923076,1,0,0.1551190194086904
7170,0.52,1,0,0.13642230328258234
21102,0.32845,1,0,0.12703710607940596
27239,0.14005,1,0,0.1183499635016233
26763,0.0,1,1,0.2858264110041178
25397,0.0037366666666666,0,-1,0.19111210300690543
11336,0.0015090909090909,0,-2,0.06938477998609167
17993,0.4228659090909091,1,0,0.1315922034592362
26969,0.025976,1,0,0.1133436155048343
6492,0.6046233333333333,1,0,0.14075118342164702
3132,0.03238,0,-1,0.1930168052552386
17760,0.9614722222222222,1,0,0.16028031484630806
25811,0.003856,0,-1,0.19112000848064728
15981,0.9453666666666668,1,1,0.3750477261201291
11196,0.5568,1,0,0.13829085679702544
18395,0.9050896551724138,1,0,0.157055008862938
24410,0.75206,1,0,0.14856714776560195
10837,0.33452,1,0,0.12732585415274836
16491,0.6440333333333333,1,0,0.14280609311701092
2074,0.00156,0,-2,0.0693861886796479
203,0.0958857142857142,0,-1,0.19729117018570524
14791,0.29275,1,0,0.12535017261142836
921,0.0,1,1,0.2858264110041178
6745,0.7886,1,0,0.1505587932645524
24033,0.57302,1,0,0.13912124135853313
25080,0.013,0,-1,0.19172651379904712
17169,0.93758,1,0,0.1589070886975403
27481,0.037452,0,-2,0.07038595913060663
2504,0.0015346153846153,0,-1,0.190966268568127
5002,0.010614,0,-1,0.19156811321429543
26204,0.0082047619047619,0,-2,0.06957028166523631
3819,0.0,1,1,0.2858264110041178
23273,0.0,1,1,0.2858264110041178
11711,0.1102714285714285,1,0,0.1170249048549491
19811,0.0198461538461538,0,-1,0.19218156739305833
3762,0.6992,1,0,0.14572451304131695
2396,0.5559272727272727,1,0,0.13824629561470136
298,0.6820238095238095,1,0,0.14481059516677633
8215,0.0,0,-2,0.06934303430315072
9038,0.6090666666666666,1,1,0.3419228296797718
24271,0.98642,1,0,0.16172444111152176
1615,0.7506888888888889,1,0,0.14849283919650785
3697,0.27434,1,0,0.12448776679397824
16707,0.9468571428571428,1,0,0.1594391638419632
17725,0.9822666666666666,1,2,0.6587243003853624
7336,0.0043224137931034,0,-1,0.19115090938466317
13575,0.7062,1,0,0.14609834187274948
15239,0.1541,1,0,0.11897964539492935
29994,0.03042,1,0,0.11353514205009521
3349,0.71345,1,2,0.6323747327428694
4885,0.2503714285714286,1,0,0.12337260435789929
9677,0.79385,1,2,0.6403473267136732
10071,0.1672388888888888,1,0,0.11957111378341553
1005,0.00304,0,-2,0.06942715298472656
5328,0.1790857142857143,1,0,0.12010659461697255
2671,0.0917605263157894,0,-2,0.07192405624214271
8306,0.8140666666666667,1,0,0.15195982939382713
7093,0.1455272727272727,1,0,0.11859509576823488
